Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
1-351869391,3,Variant 4,4,05.02.2010 19:00:12,23.02.2012 23:37:00,"2 years, 18 days",64643808000
1-353818791,5,Variant 22,22,12.02.2010 23:00:54,04.04.2012 23:41:41,"2 years, 52 days",67567247000
1-354039443,5,Variant 20,20,15.02.2010 16:41:51,30.01.2012 21:29:51,"1 year, 349 days",61706880000
1-354090772,11,Variant 93,93,15.02.2010 18:33:11,19.01.2012 17:56:20,"1 year, 337 days",60736989000
1-354350908,4,Variant 74,74,16.02.2010 20:03:41,20.01.2012 17:40:20,"1 year, 337 days",60730599000
1-354376900,4,Variant 74,74,16.02.2010 20:04:37,01.02.2012 19:16:53,"1 year, 349 days",61773136000
1-356055231,8,Variant 94,94,23.02.2010 22:10:59,19.01.2012 17:59:01,"1 year, 329 days",60032882000
1-356879617,10,Variant 95,95,26.02.2010 22:39:44,19.01.2012 19:02:07,"1 year, 326 days",59775743000
1-357087417,6,Variant 2,2,01.03.2010 15:54:12,30.01.2012 21:30:21,"1 year, 335 days",60500169000
1-357610411,3,Variant 3,3,02.03.2010 20:41:18,02.02.2012 01:42:48,"1 year, 336 days",60584490000
1-358038911,6,Variant 96,96,04.03.2010 04:25:03,17.01.2012 16:59:59,"1 year, 319 days",59142896000
1-358776870,3,Variant 3,3,08.03.2010 18:17:56,30.03.2012 18:59:03,"2 years, 23 days",65061667000
1-359215498,5,Variant 45,45,09.03.2010 20:28:51,30.03.2012 19:01:23,"2 years, 21 days",64967552000
1-359781492,2,Variant 1,1,11.03.2010 19:02:02,15.03.2012 23:27:03,"2 years, 5 days",63519901000
1-359841262,10,Variant 97,97,11.03.2010 23:06:34,20.01.2012 17:24:59,"1 year, 314 days",58731505000
1-360072755,7,Variant 98,98,13.03.2010 00:55:50,08.03.2012 19:24:51,"1 year, 361 days",62792941000
1-360464815,4,Variant 7,7,15.03.2010 23:40:16,21.02.2012 23:57:48,"1 year, 343 days",61172252000
1-360667704,3,Variant 3,3,16.03.2010 17:44:27,30.03.2012 20:17:27,"2 years, 15 days",64377180000
1-361368011,3,Variant 4,4,18.03.2010 20:44:05,19.03.2012 23:15:58,"2 years, 2 days",63253913000
1-363041157,2,Variant 1,1,26.03.2010 17:24:05,21.03.2012 01:16:39,"1 year, 360 days",62668354000
1-363206822,6,Variant 99,99,26.03.2010 23:03:21,07.02.2012 11:39:40,"1 year, 317 days",58970179000
1-363549934,6,Variant 2,2,29.03.2010 19:38:31,19.01.2012 19:10:41,"1 year, 295 days",57108730000
1-364018090,7,Variant 100,100,31.03.2010 02:13:33,25.04.2012 02:18:24,"2 years, 26 days",65318691000
1-364458525,4,Variant 16,16,01.04.2010 17:13:49,30.03.2012 21:18:11,"1 year, 364 days",63000262000
1-364528467,7,Variant 36,36,01.04.2010 22:48:30,19.01.2012 19:14:18,"1 year, 292 days",56838348000
1-365052802,6,Variant 101,101,06.04.2010 17:16:15,01.02.2012 21:25:53,"1 year, 301 days",57557378000
1-365189372,4,Variant 102,102,06.04.2010 23:35:51,22.02.2012 00:00:21,"1 year, 321 days",59271870000
1-365702595,6,Variant 2,2,08.04.2010 20:07:36,05.01.2012 01:49:12,"1 year, 271 days",54970896000
1-366462246,3,Variant 4,4,13.04.2010 03:14:40,12.04.2012 00:40:52,"1 year, 364 days",63062772000
1-366509892,6,Variant 2,2,13.04.2010 05:37:25,30.01.2012 21:42:50,"1 year, 292 days",56822725000
1-366584206,6,Variant 2,2,13.04.2010 17:38:30,09.01.2012 20:25:51,"1 year, 271 days",54960441000
1-366698569,10,Variant 103,103,13.04.2010 22:37:07,12.01.2012 22:11:59,"1 year, 273 days",55208092000
1-366726662,7,Variant 104,104,13.04.2010 22:50:15,12.01.2012 22:25:45,"1 year, 273 days",55208130000
1-366923538,8,Variant 60,60,14.04.2010 19:27:54,30.01.2012 23:05:58,"1 year, 291 days",56691484000
1-367002597,4,Variant 19,19,14.04.2010 23:53:38,15.02.2012 21:32:49,"1 year, 306 days",58052351000
1-367648732,6,Variant 2,2,17.04.2010 02:34:49,30.01.2012 21:44:31,"1 year, 288 days",56488182000
1-367921041,12,Variant 105,105,19.04.2010 19:07:37,01.03.2012 02:56:23,"1 year, 316 days",58866526000
1-368322765,13,Variant 106,106,20.04.2010 23:25:52,31.01.2012 17:28:52,"1 year, 285 days",56224980000
1-368929048,6,Variant 2,2,22.04.2010 23:51:56,31.01.2012 18:36:08,"1 year, 283 days",56054652000
1-369693874,6,Variant 2,2,27.04.2010 00:41:03,06.01.2012 01:11:34,"1 year, 254 days",53483431000
1-369989135,6,Variant 48,48,28.04.2010 00:40:49,03.02.2012 07:08:20,"1 year, 281 days",55837651000
1-370436092,7,Variant 40,40,29.04.2010 17:23:20,26.04.2012 03:07:27,"1 year, 362 days",62847847000
1-370452680,8,Variant 107,107,29.04.2010 22:58:57,04.01.2012 21:44:59,"1 year, 249 days",53131562000
1-371498622,6,Variant 2,2,05.05.2010 02:15:44,18.01.2012 19:31:12,"1 year, 258 days",53889328000
1-371631962,2,Variant 1,1,05.05.2010 18:21:02,21.03.2012 01:17:35,"1 year, 320 days",59208993000
1-371672096,6,Variant 2,2,05.05.2010 21:44:03,04.02.2012 18:10:51,"1 year, 274 days",55283208000
1-372029512,8,Variant 108,108,07.05.2010 01:36:41,30.01.2012 22:18:55,"1 year, 268 days",54765734000
1-372555278,11,Variant 109,109,10.05.2010 21:38:28,13.02.2012 19:11:49,"1 year, 278 days",55632801000
1-372579132,6,Variant 2,2,10.05.2010 22:01:38,04.02.2012 17:56:49,"1 year, 269 days",54849311000
1-372858362,6,Variant 2,2,11.05.2010 23:11:58,31.01.2012 19:06:41,"1 year, 264 days",54417283000
1-372978779,8,Variant 110,110,12.05.2010 17:01:33,30.01.2012 23:38:43,"1 year, 263 days",54283030000
1-373110819,6,Variant 2,2,12.05.2010 20:59:40,03.02.2012 16:50:31,"1 year, 266 days",54589851000
1-373268674,6,Variant 2,2,13.05.2010 20:56:33,03.02.2012 16:52:14,"1 year, 265 days",54503741000
1-373413519,6,Variant 2,2,14.05.2010 16:03:29,30.01.2012 22:00:09,"1 year, 261 days",54107800000
1-373413971,6,Variant 2,2,14.05.2010 18:04:31,04.02.2012 17:48:35,"1 year, 265 days",54517444000
1-374379174,6,Variant 26,26,19.05.2010 19:58:36,25.04.2012 21:32:25,"1 year, 342 days",61090429000
1-374630866,6,Variant 2,2,20.05.2010 20:55:23,03.02.2012 16:54:03,"1 year, 258 days",53899120000
1-374832944,8,Variant 111,111,21.05.2010 19:28:29,01.02.2012 22:58:08,"1 year, 256 days",53666979000
1-375337251,6,Variant 2,2,24.05.2010 22:32:13,03.02.2012 18:13:07,"1 year, 254 days",53552454000
1-375430388,6,Variant 2,2,25.05.2010 01:28:06,04.02.2012 03:55:46,"1 year, 255 days",53576860000
1-375644051,8,Variant 112,112,25.05.2010 20:42:48,23.03.2012 22:57:17,"1 year, 303 days",57723269000
1-375646314,6,Variant 2,2,25.05.2010 21:27:54,04.02.2012 17:46:33,"1 year, 254 days",53554719000
1-375670011,2,Variant 1,1,25.05.2010 22:17:44,16.01.2012 23:31:56,"1 year, 236 days",51930852000
1-376424233,3,Variant 18,18,28.05.2010 18:41:08,16.01.2012 22:42:34,"1 year, 233 days",51681686000
1-377083756,13,Variant 113,113,01.06.2010 20:19:11,03.02.2012 07:51:53,"1 year, 246 days",52831962000
1-377276064,6,Variant 2,2,02.06.2010 17:21:51,31.01.2012 19:01:20,"1 year, 243 days",52537169000
1-377458451,6,Variant 2,2,02.06.2010 23:14:09,04.02.2012 18:20:11,"1 year, 246 days",52859162000
1-378050311,17,Variant 114,114,05.06.2010 01:58:40,27.02.2012 17:13:44,"1 year, 267 days",54659704000
1-378054711,6,Variant 2,2,05.06.2010 01:57:53,30.01.2012 21:51:51,"1 year, 239 days",52257238000
1-378744625,8,Variant 115,115,08.06.2010 23:20:08,01.02.2012 22:59:47,"1 year, 237 days",52097979000
1-378976624,10,Variant 116,116,09.06.2010 19:45:16,04.02.2012 18:18:05,"1 year, 239 days",52266769000
1-379209685,3,Variant 4,4,10.06.2010 18:51:43,13.03.2012 17:33:30,"1 year, 276 days",55464107000
1-379702919,5,Variant 28,28,14.06.2010 00:31:25,04.04.2012 17:33:43,"1 year, 295 days",57085338000
1-379789104,8,Variant 49,49,14.06.2010 16:38:32,28.03.2012 22:45:28,"1 year, 288 days",56441216000
1-380297615,5,Variant 17,17,15.06.2010 20:58:18,05.05.2012 00:49:36,"1 year, 324 days",59543478000
1-380392616,12,Variant 54,54,16.06.2010 00:37:49,04.02.2012 19:19:57,"1 year, 233 days",51734528000
1-380527184,12,Variant 117,117,16.06.2010 17:45:30,04.02.2012 19:31:43,"1 year, 233 days",51673573000
1-380632889,8,Variant 67,67,17.06.2010 00:09:45,12.01.2012 22:17:41,"1 year, 209 days",49673276000
1-380654568,6,Variant 2,2,16.06.2010 23:15:09,30.01.2012 21:31:24,"1 year, 227 days",51228975000
1-380885044,7,Variant 118,118,17.06.2010 21:47:35,31.03.2012 01:11:00,"1 year, 287 days",56345005000
1-381124870,5,Variant 17,17,18.06.2010 16:42:27,25.01.2012 04:02:38,"1 year, 220 days",50584811000
1-382209384,5,Variant 20,20,23.06.2010 22:13:51,08.03.2012 19:30:46,"1 year, 258 days",53903815000
1-382442048,7,Variant 68,68,24.06.2010 20:41:19,04.02.2012 19:30:03,"1 year, 224 days",50971724000
1-383789251,2,Variant 1,1,01.07.2010 20:20:33,10.01.2012 00:31:04,"1 year, 192 days",48139831000
1-384097130,17,Variant 119,119,02.07.2010 21:43:45,18.02.2012 01:27:41,"1 year, 230 days",51421436000
1-384757914,14,Variant 120,120,06.07.2010 17:43:18,04.02.2012 19:37:38,"1 year, 213 days",49946060000
1-385201933,7,Variant 121,121,08.07.2010 12:50:41,26.01.2012 20:39:55,"1 year, 202 days",49016954000
1-385278464,2,Variant 1,1,08.07.2010 21:53:30,09.02.2012 18:42:24,"1 year, 215 days",50186934000
1-385311756,6,Variant 2,2,08.07.2010 19:42:58,04.02.2012 19:40:10,"1 year, 210 days",49766232000
1-386495623,3,Variant 3,3,15.07.2010 18:35:37,21.03.2012 01:18:28,"1 year, 249 days",53073771000
1-386782865,7,Variant 122,122,16.07.2010 23:46:05,30.01.2012 23:36:29,"1 year, 197 days",48642624000
1-388028918,12,Variant 57,57,26.07.2010 18:55:31,31.01.2012 00:45:01,"1 year, 188 days",47800170000
1-388230583,11,Variant 123,123,27.07.2010 21:50:20,31.01.2012 18:05:54,"1 year, 187 days",47765734000
1-388644366,6,Variant 2,2,30.07.2010 17:46:42,31.01.2012 00:48:48,"1 year, 184 days",47458926000
1-388724672,6,Variant 2,2,30.07.2010 21:19:33,30.01.2012 23:29:56,"1 year, 184 days",47441423000
1-389195082,14,Variant 124,124,03.08.2010 19:23:32,04.02.2012 19:46:56,"1 year, 185 days",47521404000
1-390250582,13,Variant 125,125,10.08.2010 01:20:59,18.01.2012 18:45:44,"1 year, 161 days",45509085000
1-390722958,4,Variant 6,6,11.08.2010 18:39:44,23.03.2012 22:54:08,"1 year, 225 days",50991264000
1-390819078,12,Variant 57,57,11.08.2010 22:41:13,31.01.2012 18:36:40,"1 year, 172 days",46468527000
1-392590655,2,Variant 1,1,18.08.2010 22:00:14,24.01.2012 23:49:26,"1 year, 159 days",45280152000
1-392812598,6,Variant 2,2,19.08.2010 16:24:05,05.01.2012 01:59:08,"1 year, 138 days",43493703000
1-393413330,6,Variant 2,2,21.08.2010 00:36:29,04.02.2012 19:50:25,"1 year, 167 days",46034036000
1-396569277,6,Variant 2,2,30.08.2010 23:35:45,13.04.2012 20:44:53,"1 year, 226 days",51138548000
1-397446945,6,Variant 2,2,01.09.2010 20:17:52,31.01.2012 18:02:46,"1 year, 151 days",44660694000
1-397806545,7,Variant 72,72,02.09.2010 17:57:26,20.01.2012 02:11:17,"1 year, 139 days",43575231000
1-399013423,3,Variant 8,8,06.09.2010 20:04:31,26.01.2012 23:02:31,"1 year, 142 days",43815480000
1-399628501,9,Variant 126,126,07.09.2010 23:19:41,27.03.2012 22:05:37,"1 year, 201 days",48984356000
1-400351079,3,Variant 4,4,09.09.2010 19:24:32,20.02.2012 16:16:22,"1 year, 163 days",45694310000
1-400528782,5,Variant 43,43,10.09.2010 00:58:05,22.02.2012 00:22:08,"1 year, 164 days",45789843000
1-402212071,3,Variant 3,3,16.09.2010 18:24:07,16.01.2012 23:49:15,"1 year, 122 days",42096308000
1-402328919,2,Variant 1,1,17.09.2010 00:39:32,29.05.2012 18:32:02,"1 year, 255 days",53632350000
1-402612770,10,Variant 127,127,17.09.2010 22:45:48,25.01.2012 00:24:33,"1 year, 129 days",42687525000
1-403006315,12,Variant 54,54,20.09.2010 22:15:00,31.01.2012 18:59:04,"1 year, 132 days",43015444000
1-404005175,3,Variant 3,3,24.09.2010 00:32:09,26.01.2012 21:06:11,"1 year, 124 days",42323642000
1-404084309,4,Variant 24,24,24.09.2010 03:58:12,01.03.2012 00:32:38,"1 year, 158 days",45261266000
1-404736991,15,Variant 128,128,27.09.2010 22:55:41,01.03.2012 03:07:28,"1 year, 155 days",44943107000
1-405112616,6,Variant 73,73,29.09.2010 00:22:31,28.05.2012 18:33:05,"1 year, 242 days",52510234000
1-405248961,9,Variant 129,129,29.09.2010 17:16:42,18.02.2012 01:53:41,"1 year, 141 days",43749419000
1-406010922,8,Variant 130,130,01.10.2010 21:18:17,15.05.2012 21:34:53,"1 year, 227 days",51149796000
1-406066421,9,Variant 131,131,01.10.2010 22:31:57,04.01.2012 21:33:27,"1 year, 94 days",39740490000
1-406852699,3,Variant 4,4,05.10.2010 22:39:09,12.04.2012 00:41:18,"1 year, 189 days",47872929000
1-406875315,6,Variant 52,52,05.10.2010 23:08:44,24.02.2012 01:25:26,"1 year, 141 days",43726602000
1-407517548,3,Variant 4,4,07.10.2010 23:39:55,12.01.2012 02:15:59,"1 year, 96 days",39839764000
1-407737529,7,Variant 132,132,08.10.2010 18:56:03,12.03.2012 22:04:33,"1 year, 156 days",45025710000
1-407876996,4,Variant 5,5,09.10.2010 01:16:15,26.01.2012 23:06:48,"1 year, 109 days",41032233000
1-408853759,6,Variant 2,2,13.10.2010 23:25:40,04.02.2012 19:53:53,"1 year, 113 days",41372893000
1-409247778,6,Variant 2,2,15.10.2010 00:01:51,04.02.2012 20:10:14,"1 year, 112 days",41285303000
1-409309026,3,Variant 4,4,15.10.2010 01:44:01,13.03.2012 17:16:12,"1 year, 150 days",44551931000
1-410929705,6,Variant 2,2,19.10.2010 23:04:28,30.01.2012 22:02:08,"1 year, 102 days",40431460000
1-411078092,6,Variant 2,2,20.10.2010 02:24:16,04.02.2012 21:30:55,"1 year, 107 days",40849599000
1-413205820,6,Variant 133,133,25.10.2010 21:53:47,04.01.2012 22:52:57,"1 year, 71 days",37673950000
1-413276708,3,Variant 3,3,25.10.2010 23:20:49,16.05.2012 00:27:14,"1 year, 203 days",49079185000
1-413665008,2,Variant 1,1,26.10.2010 17:14:34,29.05.2012 18:24:46,"1 year, 216 days",50202612000
1-415000020,8,Variant 62,62,29.10.2010 19:39:08,01.02.2012 23:00:54,"1 year, 95 days",39756106000
1-415822336,13,Variant 134,134,03.11.2010 17:04:02,22.02.2012 00:15:31,"1 year, 110 days",41065889000
1-415946366,4,Variant 6,6,02.11.2010 22:25:54,18.02.2012 00:42:16,"1 year, 107 days",40788982000
1-416247009,4,Variant 7,7,03.11.2010 20:05:57,19.03.2012 21:14:32,"1 year, 137 days",43376915000
1-417868043,18,Variant 135,135,08.11.2010 20:27:05,30.01.2012 22:06:01,"1 year, 83 days",38713136000
1-418122119,6,Variant 2,2,09.11.2010 16:48:53,04.02.2012 21:32:21,"1 year, 87 days",39069808000
1-418890453,5,Variant 43,43,10.11.2010 19:48:43,22.02.2012 00:25:20,"1 year, 103 days",40451797000
1-419236954,9,Variant 136,136,11.11.2010 15:01:36,04.02.2012 21:36:16,"1 year, 85 days",38903680000
1-419614582,3,Variant 4,4,12.11.2010 17:55:20,26.01.2012 23:13:50,"1 year, 75 days",38035110000
1-419783741,3,Variant 18,18,12.11.2010 23:05:33,01.02.2012 22:17:55,"1 year, 80 days",38531542000
1-419783822,3,Variant 18,18,12.11.2010 23:09:24,01.02.2012 22:19:29,"1 year, 80 days",38531405000
1-422390390,3,Variant 4,4,20.11.2010 00:29:24,13.03.2012 18:58:33,"1 year, 114 days",41452149000
1-422418092,8,Variant 137,137,20.11.2010 03:20:40,07.03.2012 00:07:20,"1 year, 107 days",40855600000
1-422877530,6,Variant 2,2,22.11.2010 23:20:07,04.02.2012 22:20:09,"1 year, 73 days",37926002000
1-423484126,2,Variant 1,1,24.11.2010 18:02:16,29.02.2012 20:56:20,"1 year, 97 days",39927244000
1-423648343,6,Variant 2,2,24.11.2010 19:01:08,05.01.2012 01:51:12,"1 year, 41 days",35103004000
1-423724447,2,Variant 1,1,24.11.2010 20:46:46,17.01.2012 00:16:01,"1 year, 53 days",36127755000
1-423751353,22,Variant 138,138,24.11.2010 21:31:32,04.02.2012 22:26:48,"1 year, 72 days",37760116000
1-424022692,6,Variant 2,2,25.11.2010 14:58:54,03.02.2012 07:10:35,"1 year, 69 days",37555901000
1-424065923,6,Variant 2,2,25.11.2010 18:31:24,04.02.2012 22:41:46,"1 year, 71 days",37685422000
1-424243405,3,Variant 3,3,25.11.2010 20:34:35,15.02.2012 06:05:03,"1 year, 81 days",38568628000
1-424668301,6,Variant 2,2,26.11.2010 21:08:13,07.02.2012 00:55:15,"1 year, 72 days",37770422000
1-426876102,6,Variant 2,2,03.12.2010 21:08:38,30.01.2012 22:04:09,"1 year, 58 days",36550531000
1-426969419,6,Variant 2,2,03.12.2010 22:29:18,07.02.2012 00:57:04,"1 year, 65 days",37160866000
1-427498853,7,Variant 58,58,06.12.2010 23:34:32,30.01.2012 21:50:23,"1 year, 54 days",36281751000
1-427614010,2,Variant 1,1,07.12.2010 04:10:24,19.03.2012 23:29:13,"1 year, 103 days",40504729000
1-427955007,5,Variant 51,51,07.12.2010 23:24:36,26.01.2012 19:47:59,"1 year, 49 days",35843003000
1-428252132,5,Variant 9,9,08.12.2010 19:23:06,01.02.2012 23:02:04,"1 year, 55 days",36301138000
1-428421057,6,Variant 2,2,09.12.2010 01:24:58,07.02.2012 01:06:11,"1 year, 59 days",36718873000
1-429498598,5,Variant 139,139,13.12.2010 17:41:40,01.02.2012 19:47:23,"1 year, 50 days",35863543000
1-429979181,15,Variant 140,140,14.12.2010 19:22:05,07.02.2012 01:07:49,"1 year, 54 days",36222344000
1-430150814,8,Variant 141,141,14.12.2010 23:35:45,21.04.2012 01:01:22,"1 year, 128 days",42600337000
1-430793848,2,Variant 1,1,16.12.2010 18:28:03,24.01.2012 23:01:49,"1 year, 39 days",34922026000
1-430836105,3,Variant 3,3,16.12.2010 20:11:54,06.01.2012 19:27:49,"1 year, 20 days",33347755000
1-430880486,3,Variant 3,3,16.12.2010 20:55:48,29.02.2012 23:38:04,"1 year, 75 days",38025736000
1-431797119,6,Variant 2,2,20.12.2010 22:58:13,30.01.2012 23:07:31,"1 year, 41 days",35078958000
1-432419251,7,Variant 58,58,22.12.2010 02:08:01,30.01.2012 21:56:15,"1 year, 39 days",34976894000
1-432687815,4,Variant 6,6,22.12.2010 22:09:10,02.04.2012 18:35:12,"1 year, 101 days",40335962000
1-433161361,6,Variant 2,2,23.12.2010 22:22:24,31.01.2012 00:58:36,"1 year, 38 days",34828572000
1-433309965,15,Variant 142,142,24.12.2010 16:04:53,03.02.2012 07:19:29,"1 year, 40 days",35046876000
1-433710534,6,Variant 143,143,28.12.2010 11:59:29,01.02.2012 21:28:56,"1 year, 35 days",34594167000
1-433910332,11,Variant 144,144,28.12.2010 23:28:04,17.05.2012 20:45:59,"1 year, 140 days",43708675000
1-434419581,6,Variant 2,2,30.12.2010 19:45:20,07.02.2012 01:12:29,"1 year, 38 days",34838829000
1-434892089,6,Variant 145,145,03.01.2011 21:13:54,12.01.2012 22:31:37,"1 year, 9 days",32318263000
1-435824991,6,Variant 2,2,06.01.2011 07:06:32,07.02.2012 01:17:25,"1 year, 31 days",34279853000
1-435825107,6,Variant 2,2,06.01.2011 07:24:55,07.02.2012 01:22:02,"1 year, 31 days",34279027000
1-437141508,2,Variant 1,1,11.01.2011 04:01:33,23.05.2012 02:06:56,"1 year, 132 days",43020323000
1-438526021,3,Variant 3,3,13.01.2011 01:59:25,09.01.2012 19:16:26,"361 days, 17 hours",31252621000
1-438897551,2,Variant 1,1,13.01.2011 19:01:34,10.01.2012 21:24:45,"362 days, 2 hours",31285391000
1-439833168,3,Variant 3,3,14.01.2011 22:10:28,01.03.2012 00:27:57,"1 year, 46 days",35518649000
1-439863114,3,Variant 3,3,14.01.2011 22:39:54,09.01.2012 19:30:57,"359 days, 20 hours",31092663000
1-440576028,2,Variant 1,1,17.01.2011 20:12:41,07.01.2012 02:48:18,"354 days, 6 hours",30609337000
1-441507371,4,Variant 5,5,18.01.2011 19:35:34,01.03.2012 19:35:17,"1 year, 42 days",35251183000
1-442885842,7,Variant 59,59,20.01.2011 20:53:13,12.04.2012 00:42:43,"1 year, 82 days",38634570000
1-443175071,3,Variant 3,3,21.01.2011 02:18:05,19.03.2012 17:18:42,"1 year, 58 days",36601237000
1-443637654,6,Variant 2,2,21.01.2011 20:44:13,04.02.2012 03:54:14,"1 year, 13 days",32685001000
1-448698916,3,Variant 3,3,24.01.2011 19:44:16,30.03.2012 21:22:49,"1 year, 66 days",37244313000
1-454389870,9,Variant 146,146,26.01.2011 19:09:40,07.05.2012 20:24:46,"1 year, 102 days",40353306000
1-457173714,3,Variant 3,3,27.01.2011 18:36:28,28.05.2012 18:34:01,"1 year, 121 days",42076653000
1-467257506,7,Variant 37,37,31.01.2011 20:53:06,03.02.2012 07:15:00,"1 year, 2 days",31746114000
1-470328307,6,Variant 2,2,01.02.2011 21:17:44,07.02.2012 01:33:44,"1 year, 5 days",31983360000
1-470714850,6,Variant 2,2,02.02.2011 14:11:29,07.02.2012 01:19:18,"1 year, 4 days",31921669000
1-473084325,16,Variant 147,147,02.02.2011 18:17:45,14.03.2012 22:52:06,"1 year, 41 days",35094861000
1-475885658,29,Variant 148,148,03.02.2011 17:46:37,12.04.2012 12:16:30,"1 year, 68 days",37477793000
1-479002951,3,Variant 3,3,04.02.2011 23:21:41,29.02.2012 23:27:21,"1 year, 25 days",33696340000
1-489198755,3,Variant 3,3,09.02.2011 01:10:53,15.02.2012 01:45:26,"1 year, 6 days",32056473000
1-494629702,3,Variant 4,4,10.02.2011 17:09:38,08.02.2012 23:41:05,"363 days, 6 hours",31386687000
1-494871141,5,Variant 9,9,10.02.2011 22:11:43,02.02.2012 21:55:27,"356 days, 23 hours",30843824000
1-495101458,3,Variant 4,4,11.02.2011 00:22:20,22.02.2012 00:29:35,"1 year, 11 days",32486835000
1-497807633,6,Variant 2,2,16.02.2011 17:51:55,30.01.2012 21:47:13,"348 days, 3 hours",30081318000
1-498002861,3,Variant 3,3,16.02.2011 22:36:35,18.04.2012 17:46:11,"1 year, 61 days",36875376000
