Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
3329026,36,Variant 126,126,23.01.2011 09:00:00,12.02.2011 09:00:00,20 days,1728000000
3332863,38,Variant 127,127,24.01.2011 09:00:00,23.02.2011 22:36:49,"30 days, 13 hours",2641009000
3333586,74,Variant 128,128,24.01.2011 09:00:00,14.11.2011 18:48:50,"294 days, 9 hours",25436930000
3334423,40,Variant 129,129,25.01.2011 09:00:00,19.02.2011 09:00:00,25 days,2160000000
3334878,38,Variant 130,130,25.01.2011 09:00:00,10.02.2011 22:50:49,"16 days, 13 hours",1432249000
3336470,40,Variant 131,131,25.01.2011 09:00:00,26.03.2011 09:00:00,60 days,5184000000
3343781,42,Variant 132,132,26.01.2011 09:00:00,26.03.2011 09:00:00,59 days,5097600000
3344486,49,Variant 133,133,26.01.2011 09:00:00,24.03.2011 20:19:24,"57 days, 11 hours",4965564000
3352200,51,Variant 134,134,28.01.2011 09:00:00,14.04.2011 21:06:10,"76 days, 12 hours",6609970000
3354551,38,Variant 135,135,29.01.2011 09:00:00,25.03.2011 18:39:16,"55 days, 9 hours",4786756000
3358303,40,Variant 136,136,31.01.2011 09:00:00,19.02.2011 09:00:00,19 days,1641600000
3368085,40,Variant 137,137,02.02.2011 09:00:00,09.04.2011 08:00:00,"65 days, 23 hours",5698800000
3369205,36,Variant 138,138,02.02.2011 09:00:00,24.02.2011 18:50:30,"22 days, 9 hours",1936230000
3407387,38,Variant 139,139,03.02.2011 09:00:00,23.02.2011 21:38:58,"20 days, 12 hours",1773538000
3411936,5,Variant 2,2,03.02.2011 09:00:00,08.02.2011 21:50:42,"5 days, 12 hours",478242000
3413463,54,Variant 140,140,04.02.2011 09:00:00,02.04.2011 08:00:00,"56 days, 23 hours",4921200000
3415405,5,Variant 2,2,06.02.2011 09:00:00,08.02.2011 23:24:13,"2 days, 14 hours",224653000
3415924,44,Variant 141,141,04.02.2011 09:00:00,26.02.2011 09:00:00,22 days,1900800000
3416968,51,Variant 142,142,08.02.2011 09:00:00,23.03.2011 09:00:00,43 days,3715200000
3417273,44,Variant 143,143,07.02.2011 09:00:00,26.02.2011 09:00:00,19 days,1641600000
3418543,44,Variant 144,144,07.02.2011 09:00:00,19.02.2011 09:00:00,12 days,1036800000
3423048,46,Variant 145,145,08.02.2011 09:00:00,07.05.2011 08:00:00,"87 days, 23 hours",7599600000
3426987,5,Variant 2,2,10.02.2011 09:00:00,14.02.2011 19:13:35,"4 days, 10 hours",382415000
3436786,40,Variant 146,146,14.02.2011 09:00:00,05.03.2011 09:00:00,19 days,1641600000
3438549,40,Variant 147,147,14.02.2011 09:00:00,05.03.2011 09:00:00,19 days,1641600000
3439245,54,Variant 148,148,15.02.2011 09:00:00,15.04.2011 18:27:58,"59 days, 9 hours",5131678000
3445663,38,Variant 149,149,15.02.2011 09:00:00,03.03.2011 01:03:34,"15 days, 16 hours",1353814000
3446453,26,Variant 150,150,15.02.2011 09:00:00,18.04.2011 23:29:41,"62 days, 14 hours",5408981000
3447066,26,Variant 151,151,15.02.2011 09:00:00,18.04.2011 23:30:19,"62 days, 14 hours",5409019000
3451303,40,Variant 152,152,17.02.2011 09:00:00,02.04.2011 08:00:00,"43 days, 23 hours",3798000000
3453363,52,Variant 153,153,20.02.2011 09:00:00,31.03.2011 20:03:37,"39 days, 11 hours",3409417000
3454187,36,Variant 154,154,20.02.2011 09:00:00,31.03.2011 01:04:32,"38 days, 16 hours",3341072000
3454558,31,Variant 155,155,18.02.2011 09:00:00,09.03.2011 18:51:04,"19 days, 9 hours",1677064000
3458065,43,Variant 156,156,17.02.2011 09:00:00,24.05.2011 20:30:26,"96 days, 11 hours",8335826000
3459043,40,Variant 157,157,17.02.2011 09:00:00,09.04.2011 08:00:00,"50 days, 23 hours",4402800000
3459343,46,Variant 158,158,17.02.2011 09:00:00,25.10.2011 19:12:42,"250 days, 10 hours",21636762000
3463388,5,Variant 2,2,21.02.2011 09:00:00,23.02.2011 18:57:07,"2 days, 9 hours",208627000
3465209,51,Variant 159,159,21.02.2011 09:00:00,16.04.2011 08:00:00,"53 days, 23 hours",4662000000
3466777,42,Variant 160,160,22.02.2011 09:00:00,05.03.2011 09:00:00,11 days,950400000
3470252,46,Variant 161,161,22.02.2011 09:00:00,12.03.2011 09:00:00,18 days,1555200000
3473243,49,Variant 162,162,22.02.2011 09:00:00,14.04.2011 20:13:32,"51 days, 11 hours",4446812000
3480449,13,Variant 163,163,21.02.2011 09:00:00,25.02.2011 21:04:49,"4 days, 12 hours",389089000
3485326,40,Variant 164,164,24.02.2011 09:00:00,31.03.2011 17:35:43,"35 days, 8 hours",3054943000
3486076,18,Variant 165,165,24.02.2011 09:00:00,17.03.2011 01:47:53,"20 days, 16 hours",1788473000
3486617,18,Variant 166,166,24.02.2011 09:00:00,24.03.2011 22:12:58,"28 days, 13 hours",2466778000
3486917,18,Variant 167,167,24.02.2011 09:00:00,07.04.2011 21:57:10,"42 days, 12 hours",3675430000
3490003,38,Variant 168,168,27.02.2011 09:00:00,20.04.2011 18:04:18,"52 days, 9 hours",4525458000
3491288,38,Variant 169,169,25.02.2011 09:00:00,03.03.2011 00:24:45,"5 days, 15 hours",487485000
3494283,40,Variant 170,170,25.02.2011 09:00:00,02.04.2011 08:00:00,"35 days, 23 hours",3106800000
3496164,42,Variant 171,171,28.02.2011 09:00:00,07.05.2011 08:00:00,"67 days, 23 hours",5871600000
3503305,40,Variant 172,172,28.02.2011 09:00:00,16.04.2011 08:00:00,"46 days, 23 hours",4057200000
3510508,44,Variant 173,173,03.03.2011 09:00:00,19.03.2011 09:00:00,16 days,1382400000
3516951,49,Variant 174,174,06.03.2011 09:00:00,02.05.2011 19:53:51,"57 days, 10 hours",4964031000
3521263,40,Variant 175,175,09.03.2011 09:00:00,16.04.2011 08:00:00,"37 days, 23 hours",3279600000
3531403,38,Variant 176,176,10.03.2011 09:00:00,11.04.2011 18:39:31,"32 days, 9 hours",2799571000
3531883,46,Variant 177,177,11.03.2011 09:00:00,21.05.2011 08:00:00,"70 days, 23 hours",6130800000
3533503,40,Variant 178,178,14.03.2011 09:00:00,16.04.2011 08:00:00,"32 days, 23 hours",2847600000
3534413,11,Variant 179,179,13.03.2011 09:00:00,28.03.2011 16:47:20,"15 days, 7 hours",1324040000
3534850,38,Variant 180,180,14.03.2011 09:00:00,12.04.2011 21:27:04,"29 days, 12 hours",2550424000
3535154,18,Variant 181,181,15.03.2011 09:00:00,30.03.2011 22:24:17,"15 days, 13 hours",1344257000
3535471,31,Variant 182,182,14.03.2011 09:00:00,17.05.2011 17:14:02,"64 days, 8 hours",5559242000
3540506,38,Variant 183,183,07.03.2011 09:00:00,31.03.2011 21:05:13,"24 days, 12 hours",2117113000
3542069,46,Variant 184,184,16.03.2011 09:00:00,15.06.2011 20:14:04,"91 days, 11 hours",7902844000
3544135,5,Variant 2,2,18.03.2011 09:00:00,21.03.2011 22:14:21,"3 days, 13 hours",306861000
3551832,38,Variant 185,185,17.03.2011 09:00:00,30.04.2011 08:00:00,"43 days, 23 hours",3798000000
3557550,40,Variant 186,186,22.03.2011 09:00:00,02.04.2011 08:00:00,"10 days, 23 hours",946800000
3564990,53,Variant 187,187,24.03.2011 09:00:00,26.05.2011 18:11:30,"63 days, 9 hours",5476290000
3566903,40,Variant 188,188,27.03.2011 09:00:00,23.04.2011 08:00:00,"26 days, 23 hours",2329200000
3567705,40,Variant 189,189,28.03.2011 08:00:00,07.05.2011 08:00:00,40 days,3456000000
3569183,5,Variant 2,2,25.03.2011 09:00:00,29.03.2011 18:58:34,"4 days, 9 hours",381514000
3576349,42,Variant 190,190,28.03.2011 08:00:00,21.05.2011 08:00:00,54 days,4665600000
3577509,37,Variant 191,191,28.03.2011 08:00:00,14.04.2011 21:36:40,"17 days, 13 hours",1517800000
3582443,38,Variant 192,192,30.03.2011 08:00:00,24.05.2011 21:03:48,"55 days, 13 hours",4799028000
3589443,66,Variant 193,193,30.03.2011 08:00:00,19.04.2011 22:07:11,"20 days, 14 hours",1778831000
3596955,40,Variant 194,194,31.03.2011 08:00:00,22.04.2011 19:11:29,"22 days, 11 hours",1941089000
3597315,61,Variant 195,195,15.02.2011 09:00:00,04.10.2012 17:52:24,"1 year, 232 days",51612744000
3599099,40,Variant 196,196,04.04.2011 08:00:00,23.04.2011 08:00:00,19 days,1641600000
3600326,17,Variant 197,197,01.04.2011 08:00:00,17.06.2011 19:40:01,"77 days, 11 hours",6694801000
3602947,51,Variant 198,198,04.04.2011 08:00:00,10.06.2011 18:17:15,"67 days, 10 hours",5825835000
3604764,51,Variant 199,199,04.04.2011 08:00:00,28.05.2011 08:00:00,54 days,4665600000
3607643,34,Variant 200,200,05.04.2011 08:00:00,06.06.2011 19:19:32,"62 days, 11 hours",5397572000
3610823,50,Variant 201,201,06.04.2011 08:00:00,31.05.2011 23:15:07,"55 days, 15 hours",4806907000
3611083,38,Variant 202,202,06.04.2011 08:00:00,24.05.2011 21:32:54,"48 days, 13 hours",4195974000
3612311,39,Variant 203,203,07.04.2011 08:00:00,07.05.2011 08:00:00,30 days,2592000000
3613834,40,Variant 204,204,05.04.2011 08:00:00,16.04.2011 08:00:00,11 days,950400000
3618655,40,Variant 205,205,07.04.2011 08:00:00,22.04.2011 08:00:00,15 days,1296000000
3620524,40,Variant 206,206,11.04.2011 08:00:00,28.05.2011 08:00:00,47 days,4060800000
3622313,72,Variant 207,207,11.04.2011 08:00:00,12.10.2011 00:53:33,"183 days, 16 hours",15872013000
3622729,46,Variant 208,208,10.04.2011 08:00:00,02.05.2011 08:00:00,22 days,1900800000
3623115,44,Variant 209,209,10.04.2011 08:00:00,19.04.2011 19:40:29,"9 days, 11 hours",819629000
3627843,40,Variant 210,210,12.04.2011 08:00:00,28.05.2011 08:00:00,46 days,3974400000
3632391,40,Variant 211,211,14.04.2011 08:00:00,27.04.2011 20:28:27,"13 days, 12 hours",1168107000
3632980,44,Variant 212,212,14.04.2011 08:00:00,19.04.2011 20:26:08,"5 days, 12 hours",476768000
3635413,38,Variant 213,213,13.04.2011 08:00:00,19.05.2011 18:48:16,"36 days, 10 hours",3149296000
3636284,38,Variant 214,214,13.04.2011 08:00:00,06.06.2011 21:56:44,"54 days, 13 hours",4715804000
3637517,40,Variant 215,215,13.04.2011 08:00:00,31.05.2011 17:36:55,"48 days, 9 hours",4181815000
3637921,40,Variant 216,216,15.04.2011 08:00:00,07.05.2011 08:00:00,22 days,1900800000
3638422,38,Variant 217,217,14.04.2011 08:00:00,26.05.2011 17:39:20,"42 days, 9 hours",3663560000
3638835,39,Variant 218,218,14.04.2011 08:00:00,28.05.2011 08:00:00,44 days,3801600000
3639276,38,Variant 219,219,14.04.2011 08:00:00,06.06.2011 22:41:42,"53 days, 14 hours",4632102000
3645890,40,Variant 220,220,18.04.2011 08:00:00,11.06.2011 08:00:00,54 days,4665600000
3646526,5,Variant 2,2,19.04.2011 08:00:00,20.04.2011 20:16:55,"1 day, 12 hours",130615000
3647766,37,Variant 221,221,19.04.2011 08:00:00,10.06.2011 17:42:31,"52 days, 9 hours",4527751000
3650848,37,Variant 222,222,20.04.2011 08:00:00,26.05.2011 18:38:07,"36 days, 10 hours",3148687000
3651544,30,Variant 223,223,20.04.2011 08:00:00,02.08.2011 16:18:24,"104 days, 8 hours",9015504000
3651836,55,Variant 224,224,19.04.2011 08:00:00,21.06.2011 18:39:57,"63 days, 10 hours",5481597000
3655368,40,Variant 225,225,21.04.2011 08:00:00,14.05.2011 08:00:00,23 days,1987200000
3656846,40,Variant 226,226,25.04.2011 08:00:00,07.05.2011 08:00:00,12 days,1036800000
3667000,52,Variant 227,227,29.04.2011 08:00:00,04.08.2011 17:46:56,"97 days, 9 hours",8416016000
3668345,39,Variant 228,228,02.05.2011 08:00:00,18.06.2011 08:00:00,47 days,4060800000
3669223,40,Variant 229,229,03.05.2011 08:00:00,14.05.2011 08:00:00,11 days,950400000
3670879,38,Variant 230,230,03.05.2011 08:00:00,16.06.2011 19:08:02,"44 days, 11 hours",3841682000
3671189,40,Variant 231,231,02.05.2011 08:00:00,21.06.2011 19:28:41,"50 days, 11 hours",4361321000
3672162,40,Variant 232,232,02.05.2011 08:00:00,02.07.2011 08:00:00,61 days,5270400000
3674830,53,Variant 233,233,09.05.2011 08:00:00,05.09.2011 08:00:00,119 days,10281600000
3675395,5,Variant 4,4,03.05.2011 08:00:00,10.05.2011 08:00:00,7 days,604800000
3676443,40,Variant 234,234,06.05.2011 08:00:00,18.06.2011 08:00:00,43 days,3715200000
3677583,40,Variant 235,235,06.05.2011 08:00:00,18.06.2011 08:00:00,43 days,3715200000
3678295,39,Variant 236,236,08.05.2011 08:00:00,15.06.2011 19:00:25,"38 days, 11 hours",3322825000
3679384,40,Variant 237,237,04.05.2011 08:00:00,21.05.2011 08:00:00,17 days,1468800000
3679724,40,Variant 238,238,01.01.2011 09:00:00,29.06.2011 20:06:29,"179 days, 11 hours",15505589000
3681136,5,Variant 4,4,08.05.2011 08:00:00,12.05.2011 08:00:00,4 days,345600000
3681827,38,Variant 239,239,10.05.2011 08:00:00,21.06.2011 18:22:17,"42 days, 10 hours",3666137000
3685427,40,Variant 240,240,11.05.2011 08:00:00,26.05.2011 19:43:37,"15 days, 11 hours",1338217000
3687413,38,Variant 241,241,12.05.2011 08:00:00,21.05.2011 08:00:00,9 days,777600000
3688147,40,Variant 242,242,12.05.2011 08:00:00,18.06.2011 08:00:00,37 days,3196800000
3688940,40,Variant 243,243,12.05.2011 08:00:00,29.06.2011 20:35:04,"48 days, 12 hours",4192504000
3689446,38,Variant 244,244,12.05.2011 08:00:00,25.05.2011 18:43:02,"13 days, 10 hours",1161782000
3690043,38,Variant 245,245,12.05.2011 08:00:00,21.05.2011 08:00:00,9 days,777600000
3691884,69,Variant 246,246,16.05.2011 08:00:00,05.07.2011 17:17:13,"50 days, 9 hours",4353433000
3696185,40,Variant 247,247,14.05.2011 08:00:00,28.05.2011 08:00:00,14 days,1209600000
3696599,59,Variant 248,248,16.05.2011 08:00:00,27.09.2011 18:28:01,"134 days, 10 hours",11615281000
3698663,12,Variant 249,249,12.05.2011 08:00:00,18.05.2011 20:07:47,"6 days, 12 hours",562067000
3701292,39,Variant 250,250,17.05.2011 08:00:00,29.06.2011 21:56:33,"43 days, 13 hours",3765393000
3709364,40,Variant 251,251,20.05.2011 08:00:00,05.07.2011 20:17:49,"46 days, 12 hours",4018669000
3711664,40,Variant 252,252,18.05.2011 08:00:00,05.07.2011 19:50:10,"48 days, 11 hours",4189810000
3720178,39,Variant 253,253,27.04.2011 08:00:00,27.10.2011 20:38:56,"183 days, 12 hours",15856736000
